Age,Sex,Education,Native Country,Race,Marital Status,Work Class,Occupation,Hours Per Week,Income,Capital Gain,Capital Loss
Middle-aged,Male,11th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Young,Male,Some-college,United-States,Black,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,Amer-Indian-Eskimo,Married-civ-spouse,Private,Craft-repair,Over-time,Large,Low,None
Middle-aged,Male,HS-grad,Vietnam,Asian-Pac-Islander,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Part-time,Small,None,Low
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,Low,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Middle-aged,Female,Assoc-voc,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Protective-serv,Full-time,Small,None,None
Middle-aged,Female,Bachelors,China,Asian-Pac-Islander,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,None,None
Young,Male,Some-college,United-States,Asian-Pac-Islander,Never-married,Private,Adm-clerical,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,Black,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Self-emp-not-inc,Other-service,Part-time,Small,None,None
Young,Male,Some-college,Guatemala,White,Never-married,Local-gov,Adm-clerical,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Never-married,Private,Adm-clerical,Over-time,Large,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-inc,Sales,Over-time,Large,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,High
Senior,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,None,None
Middle-aged,Female,Assoc-voc,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Middle-aged,Male,9th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,Amer-Indian-Eskimo,Never-married,Local-gov,Exec-managerial,Full-time,Small,None,None
Middle-aged,Female,Assoc-voc,United-States,White,Never-married,Private,Adm-clerical,Over-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Federal-gov,Craft-repair,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Large,Low,None
Senior,Female,Masters,United-States,White,Married-civ-spouse,State-gov,Prof-specialty,Part-time,Large,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Young,Male,11th,United-States,Black,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,9th,United-States,White,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,State-gov,Other-service,Over-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Divorced,Private,Transport-moving,Full-time,Small,None,None
Middle-aged,Female,HS-grad,Germany,Other,Divorced,Private,Prof-specialty,Full-time,Small,None,None
Young,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,Black,Separated,Private,Priv-house-serv,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Private,Adm-clerical,Workaholic,Large,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Tech-support,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Young,Female,Bachelors,United-States,Asian-Pac-Islander,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Over-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,Black,Never-married,Local-gov,Protective-serv,Full-time,Small,None,Low
Middle-aged,Female,Bachelors,United-States,White,Divorced,Private,Adm-clerical,Part-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Large,Low,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-inc,Craft-repair,Over-time,Large,High,None
Senior,Female,Prof-school,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Young,Female,Some-college,United-States,Black,Never-married,Private,Other-service,Full-time,Small,None,None
Young,Male,Assoc-voc,United-States,White,Never-married,Private,Adm-clerical,Full-time,Large,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Handlers-cleaners,Over-time,Small,None,None
Senior,Female,Assoc-acdm,United-States,Black,Divorced,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Local-gov,Protective-serv,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,Black,Never-married,Local-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Other-service,Over-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Never-married,State-gov,Prof-specialty,Part-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Divorced,Private,Priv-house-serv,Full-time,Small,None,None
Senior,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Over-time,Large,High,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Federal-gov,Adm-clerical,Over-time,Small,None,None
Old,Male,Some-college,United-States,White,Never-married,Private,Prof-specialty,Over-time,Small,None,Low
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Protective-serv,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Divorced,Private,Transport-moving,Over-time,Large,None,None
Senior,Female,Some-college,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Old,Male,HS-grad,United-States,White,Widowed,Self-emp-not-inc,Craft-repair,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Workaholic,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Transport-moving,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Over-time,Large,None,Low
Middle-aged,Male,Some-college,United-States,White,Married-AF-spouse,Private,Protective-serv,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Senior,Male,Bachelors,United-States,White,Divorced,Private,Sales,Over-time,Small,None,None
Young,Male,HS-grad,United-States,Black,Never-married,Private,Exec-managerial,Workaholic,Small,None,None
Senior,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Federal-gov,Adm-clerical,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Never-married,Federal-gov,Craft-repair,Full-time,Small,Low,None
Senior,Male,7th-8th,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Large,None,None
Senior,Male,HS-grad,United-States,White,Never-married,Private,Machine-op-inspct,Part-time,Small,None,None
Old,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Transport-moving,Full-time,Small,None,None
Middle-aged,Male,10th,Guatemala,White,Never-married,Private,Sales,Part-time,Small,None,None
Middle-aged,Male,11th,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Senior,Male,10th,United-States,White,Married-civ-spouse,Local-gov,Protective-serv,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Adm-clerical,Over-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Young,Male,11th,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,Prof-school,United-States,White,Married-civ-spouse,Federal-gov,Prof-specialty,Full-time,Large,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Over-time,Small,None,None
Young,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Large,None,None
Senior,Female,Bachelors,United-States,Black,Never-married,Local-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Tech-support,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Asian-Pac-Islander,Married-civ-spouse,State-gov,Protective-serv,Full-time,Large,None,None
Senior,Female,HS-grad,United-States,White,Divorced,Private,Prof-specialty,Full-time,Small,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Other-service,Part-time,Small,Low,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Young,Male,Bachelors,United-States,White,Never-married,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Middle-aged,Female,Assoc-voc,Mexico,Amer-Indian-Eskimo,Married-civ-spouse,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Separated,Private,Craft-repair,Over-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Farming-fishing,Workaholic,Small,None,None
Young,Male,HS-grad,United-States,Black,Never-married,Private,Transport-moving,Full-time,Small,None,None
Young,Male,10th,United-States,White,Married-civ-spouse,Private,Farming-fishing,Workaholic,Small,None,None
Young,Male,Some-college,United-States,White,Married-civ-spouse,Private,Transport-moving,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Never-married,Federal-gov,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,Low
Young,Male,11th,Vietnam,Asian-Pac-Islander,Married-civ-spouse,Private,Transport-moving,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Senior,Male,Prof-school,United-States,White,Married-civ-spouse,Self-emp-inc,Prof-specialty,Full-time,Large,High,None
Senior,Male,HS-grad,United-States,White,Divorced,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,Amer-Indian-Eskimo,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Full-time,Small,Low,None
Senior,Male,HS-grad,United-States,White,Never-married,Local-gov,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Separated,Private,Machine-op-inspct,Full-time,Small,None,None
Senior,Female,Some-college,United-States,Black,Divorced,Federal-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Self-emp-inc,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,State-gov,Adm-clerical,Full-time,Large,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Separated,Private,Tech-support,Full-time,Large,None,None
Middle-aged,Female,Some-college,United-States,White,Never-married,Private,Exec-managerial,Over-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Large,None,High
Young,Female,Some-college,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Young,Male,12th,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
